PC-Miler Practical Mileage,Spot Avg Linehaul Rate,Spot Low Linehaul Rate,Spot High Linehaul Rate,Spot Fuel Surcharge,Spot Time Frame,Spot Origin Geo Expansion,Spot Destination Geo Expansion,Spot # of Companies,Spot # of Reports,Spot Your Own Avg Linehaul Rate,Spot Your Own # of Reports,Spot Error,Orig City,Orig State,Orig Postal Code,Dest City,Dest State,Dest Postal Code,Truck Type,ID (or Optional field),Note: Omit the header line when submitting your request
623,1.61,1.42,1.99,0.31,15,10-3-Digit Zip,20-Mkt area,7,25,,,,MEMPHIS,TN,,MILWAUKEE,WI,,V,,
690,2.09,1.91,2.30,0.31,15,10-3-Digit Zip,10-3-Digit Zip,12,29,,,,MEMPHIS,TN,,JACKSONVILLE,FL,,V,,
395,1.74,1.56,1.98,0.31,15,10-3-Digit Zip,20-Mkt area,7,26,,,,MEMPHIS,TN,,NEW ORLEANS,LA,,V,,
567,2.29,2.28,2.38,0.31,15,10-3-Digit Zip,10-3-Digit Zip,3,39,,,,COLUMBUS,OH,,ATLANTA,GA,,V,,
352,1.53,1.41,1.72,0.31,15,10-3-Digit Zip,10-3-Digit Zip,8,18,,,,COLUMBUS,OH,,CHICAGO,IL,,V,,
1040,1.70,1.69,1.71,0.31,15,10-3-Digit Zip,10-3-Digit Zip,3,40,,,,COLUMBUS,OH,,DALLAS,TX,,V,,
2250,1.04,0.93,1.11,0.31,15,10-3-Digit Zip,20-Mkt area,8,19,,,,COLUMBUS,OH,,LOS ANGELES,CA,,V,,
469,2.36,2.00,2.61,0.31,15,10-3-Digit Zip,20-Mkt area,14,42,,,,COLUMBUS,OH,,PHILADELPHIA,PA,,V,,
2419,1.52,1.39,1.76,0.31,15,20-Mkt area,20-Mkt area,17,32,,,,COLUMBUS,OH,,SEATTLE,WA,,V,,
1159,1.46,1.35,1.59,0.31,15,10-3-Digit Zip,10-3-Digit Zip,8,41,,,,COLUMBUS,OH,,HOUSTON,TX,,V,,
764,1.27,1.15,1.38,0.31,15,10-3-Digit Zip,20-Mkt area,9,20,,,,COLUMBUS,OH,,MINNEAPOLIS,MN,,V,,
585,1.34,1.18,1.52,0.31,15,10-3-Digit Zip,20-Mkt area,8,21,,,,COLUMBUS,OH,,MEMPHIS,TN,,V,,
206,2.38,2.12,2.38,0.31,15,10-3-Digit Zip,10-3-Digit Zip,11,44,,,,COLUMBUS,OH,,LOUISVILLE,KY,,V,,
426,1.84,1.74,1.92,0.31,15,10-3-Digit Zip,10-3-Digit Zip,5,14,,,,COLUMBUS,OH,,CHARLOTTE,NC,,V,,
203,2.60,2.48,2.90,0.31,15,10-3-Digit Zip,10-3-Digit Zip,4,22,,,,COLUMBUS,OH,,DETROIT,MI,,V,,
418,1.60,1.44,1.73,0.31,15,10-3-Digit Zip,20-Mkt area,7,20,,,,COLUMBUS,OH,,ST LOUIS,MO,,V,,
399,2.72,2.37,3.27,0.31,15,10-3-Digit Zip,20-Mkt area,10,32,,,,COLUMBUS,OH,,BALTIMORE,MD,,V,,
452,1.16,1.13,1.17,0.31,15,10-3-Digit Zip,10-3-Digit Zip,4,14,,,,COLUMBUS,OH,,MILWAUKEE,WI,,V,,
808,1.96,1.74,2.18,0.31,15,20-Mkt area,20-Mkt area,19,61,,,,COLUMBUS,OH,,JACKSONVILLE,FL,,V,,
909,1.59,1.46,1.76,0.31,15,20-Mkt area,20-Mkt area,17,37,,,,COLUMBUS,OH,,NEW ORLEANS,LA,,V,,
420,1.92,1.60,2.36,0.31,15,10-3-Digit Zip,10-3-Digit Zip,5,12,,,,LOUISVILLE,KY,,ATLANTA,GA,,V,,
297,1.85,1.65,2.05,0.31,15,10-3-Digit Zip,20-Mkt area,35,75,,,,LOUISVILLE,KY,,CHICAGO,IL,,V,,
836,1.88,1.56,1.92,0.31,15,10-3-Digit Zip,10-3-Digit Zip,3,13,,,,LOUISVILLE,KY,,DALLAS,TX,,V,,
2096,1.11,1.02,1.17,0.31,15,10-3-Digit Zip,20-Mkt area,10,17,,,,LOUISVILLE,KY,,LOS ANGELES,CA,,V,,
672,2.30,2.12,2.55,0.31,15,10-3-Digit Zip,20-Mkt area,14,35,,,,LOUISVILLE,KY,,PHILADELPHIA,PA,,V,,
2363,1.38,1.25,1.49,0.31,15,20-Mkt area,20-Mkt area,10,17,,,,LOUISVILLE,KY,,SEATTLE,WA,,V,,
955,1.66,1.58,1.85,0.31,15,10-3-Digit Zip,20-Mkt area,9,28,,,,LOUISVILLE,KY,,HOUSTON,TX,,V,,
708,1.35,1.19,1.48,0.31,15,20-Mkt area,20-Mkt area,14,33,,,,LOUISVILLE,KY,,MINNEAPOLIS,MN,,V,,
381,1.68,1.46,2.02,0.31,15,10-3-Digit Zip,10-3-Digit Zip,9,23,,,,LOUISVILLE,KY,,MEMPHIS,TN,,V,,
206,2.81,2.27,3.49,0.31,15,10-3-Digit Zip,20-Mkt area,19,42,,,,LOUISVILLE,KY,,COLUMBUS,OH,,V,,
474,1.94,1.70,2.07,0.31,15,10-3-Digit Zip,20-Mkt area,19,39,,,,LOUISVILLE,KY,,CHARLOTTE,NC,,V,,
361,1.67,1.38,1.76,0.31,15,10-3-Digit Zip,20-Mkt area,16,50,,,,LOUISVILLE,KY,,DETROIT,MI,,V,,
266,1.86,1.73,2.06,0.31,15,10-3-Digit Zip,20-Mkt area,13,33,,,,LOUISVILLE,KY,,ST LOUIS,MO,,V,,
609,2.28,2.09,2.47,0.31,15,10-3-Digit Zip,20-Mkt area,13,24,,,,LOUISVILLE,KY,,BALTIMORE,MD,,V,,
396,1.62,1.35,1.64,0.31,15,10-3-Digit Zip,20-Mkt area,7,18,,,,LOUISVILLE,KY,,MILWAUKEE,WI,,V,,
770,1.86,1.78,1.99,0.31,15,10-3-Digit Zip,10-3-Digit Zip,5,28,,,,LOUISVILLE,KY,,JACKSONVILLE,FL,,V,,
705,1.86,1.72,2.04,0.31,15,20-Mkt area,20-Mkt area,7,19,,,,LOUISVILLE,KY,,NEW ORLEANS,LA,,V,,
245,1.97,1.77,1.97,0.31,15,10-3-Digit Zip,10-3-Digit Zip,12,39,,,,CHARLOTTE,NC,,ATLANTA,GA,,V,,
770,1.13,1.01,1.30,0.31,15,10-3-Digit Zip,20-Mkt area,15,36,,,,CHARLOTTE,NC,,CHICAGO,IL,,V,,
1031,1.29,1.17,1.41,0.31,15,10-3-Digit Zip,20-Mkt area,14,39,,,,CHARLOTTE,NC,,DALLAS,TX,,V,,
2412,1.17,1.02,1.52,0.31,15,10-3-Digit Zip,20-Mkt area,7,17,,,,CHARLOTTE,NC,,LOS ANGELES,CA,,V,,
519,1.78,1.64,1.99,0.31,15,10-3-Digit Zip,20-Mkt area,12,31,,,,CHARLOTTE,NC,,PHILADELPHIA,PA,,V,,
2836,1.71,1.33,2.32,0.31,15,10-3-Digit Zip,20-Mkt area,6,12,,,,CHARLOTTE,NC,,SEATTLE,WA,,V,,
1039,1.28,1.23,1.34,0.31,15,10-3-Digit Zip,10-3-Digit Zip,7,19,,,,CHARLOTTE,NC,,HOUSTON,TX,,V,,
1182,1.13,1.01,1.18,0.31,15,10-3-Digit Zip,20-Mkt area,6,13,,,,CHARLOTTE,NC,,MINNEAPOLIS,MN,,V,,
617,1.10,0.83,1.38,0.31,15,10-3-Digit Zip,10-3-Digit Zip,4,14,,,,CHARLOTTE,NC,,MEMPHIS,TN,,V,,
426,1.43,1.26,1.63,0.31,15,10-3-Digit Zip,20-Mkt area,12,36,,,,CHARLOTTE,NC,,COLUMBUS,OH,,V,,
474,1.38,1.15,1.59,0.31,15,10-3-Digit Zip,20-Mkt area,9,17,,,,CHARLOTTE,NC,,LOUISVILLE,KY,,V,,
629,1.38,1.26,1.51,0.31,15,20-Mkt area,20-Mkt area,40,150,,,,CHARLOTTE,NC,,DETROIT,MI,,V,,
713,1.24,1.23,1.32,0.31,15,20-Mkt area,20-Mkt area,25,101,,,,CHARLOTTE,NC,,ST LOUIS,MO,,V,,
422,1.75,1.26,1.98,0.31,15,10-3-Digit Zip,10-3-Digit Zip,5,14,,,,CHARLOTTE,NC,,BALTIMORE,MD,,V,,
869,1.23,1.09,1.35,0.31,15,20-Mkt area,20-Mkt area,23,59,,,,CHARLOTTE,NC,,MILWAUKEE,WI,,V,,
385,2.18,1.77,2.55,0.31,15,10-3-Digit Zip,10-3-Digit Zip,6,11,,,,CHARLOTTE,NC,,JACKSONVILLE,FL,,V,,
716,1.42,1.32,1.48,0.31,15,10-3-Digit Zip,20-Mkt area,10,16,,,,CHARLOTTE,NC,,NEW ORLEANS,LA,,V,,
722,1.69,1.52,1.87,0.31,15,20-Mkt area,20-Mkt area,42,127,,,,DETROIT,MI,,ATLANTA,GA,,V,,
281,1.80,1.47,2.10,0.31,15,10-3-Digit Zip,10-3-Digit Zip,5,12,,,,DETROIT,MI,,CHICAGO,IL,,V,,
1189,1.40,1.27,1.58,0.31,15,10-3-Digit Zip,20-Mkt area,5,17,,,,DETROIT,MI,,DALLAS,TX,,V,,
2280,1.13,0.99,1.19,0.31,15,20-Mkt area,20-Mkt area,22,45,,,,DETROIT,MI,,LOS ANGELES,CA,,V,,
584,2.45,2.14,2.70,0.31,15,20-Mkt area,20-Mkt area,19,71,,,,DETROIT,MI,,PHILADELPHIA,PA,,V,,
2350,1.35,1.21,1.50,0.31,15,20-Mkt area,20-Mkt area,9,13,,,,DETROIT,MI,,SEATTLE,WA,,V,,
1309,1.41,1.23,1.57,0.31,15,20-Mkt area,20-Mkt area,19,67,,,,DETROIT,MI,,HOUSTON,TX,,V,,
695,1.36,1.25,1.47,0.31,15,20-Mkt area,20-Mkt area,19,60,,,,DETROIT,MI,,MINNEAPOLIS,MN,,V,,
739,1.43,1.22,1.71,0.31,15,10-3-Digit Zip,20-Mkt area,4,18,,,,DETROIT,MI,,MEMPHIS,TN,,V,,
203,2.12,1.95,2.40,0.31,15,10-3-Digit Zip,20-Mkt area,11,40,,,,DETROIT,MI,,COLUMBUS,OH,,V,,
361,1.76,1.75,1.93,0.31,15,10-3-Digit Zip,20-Mkt area,7,24,,,,DETROIT,MI,,LOUISVILLE,KY,,V,,
629,1.93,1.59,2.85,0.31,15,10-3-Digit Zip,20-Mkt area,4,15,,,,DETROIT,MI,,CHARLOTTE,NC,,V,,
532,1.50,1.42,1.59,0.31,15,20-Mkt area,20-Mkt area,21,72,,,,DETROIT,MI,,ST LOUIS,MO,,V,,
525,2.42,2.14,2.74,0.31,15,20-Mkt area,20-Mkt area,23,70,,,,DETROIT,MI,,BALTIMORE,MD,,V,,
384,1.52,1.35,1.63,0.31,15,10-3-Digit Zip,20-Mkt area,9,33,,,,DETROIT,MI,,MILWAUKEE,WI,,V,,
1001,1.80,1.64,2.05,0.31,15,20-Mkt area,20-Mkt area,5,13,,,,DETROIT,MI,,JACKSONVILLE,FL,,V,,
1064,1.51,1.40,1.65,0.31,15,20-Mkt area,20-Mkt area,12,21,,,,DETROIT,MI,,NEW ORLEANS,LA,,V,,
552,1.89,1.69,2.11,0.31,15,10-3-Digit Zip,20-Mkt area,13,27,,,,ST LOUIS,MO,,ATLANTA,GA,,V,,
294,1.78,1.76,1.91,0.31,15,10-3-Digit Zip,10-3-Digit Zip,6,31,,,,ST LOUIS,MO,,CHICAGO,IL,,V,,
629,1.78,1.62,2.01,0.31,15,10-3-Digit Zip,20-Mkt area,18,30,,,,ST LOUIS,MO,,DALLAS,TX,,V,,
1827,1.42,1.28,1.47,0.31,15,10-3-Digit Zip,20-Mkt area,6,35,,,,ST LOUIS,MO,,LOS ANGELES,CA,,V,,
914,2.08,2.07,2.30,0.31,15,10-3-Digit Zip,20-Mkt area,6,14,,,,ST LOUIS,MO,,PHILADELPHIA,PA,,V,,
2049,1.74,1.63,1.87,0.31,15,20-Mkt area,20-Mkt area,14,37,,,,ST LOUIS,MO,,SEATTLE,WA,,V,,
782,1.61,1.53,2.01,0.31,15,10-3-Digit Zip,10-3-Digit Zip,8,12,,,,ST LOUIS,MO,,HOUSTON,TX,,V,,
544,1.68,1.62,1.80,0.31,15,10-3-Digit Zip,20-Mkt area,8,27,,,,ST LOUIS,MO,,MINNEAPOLIS,MN,,V,,
284,2.65,2.52,2.88,0.31,15,10-3-Digit Zip,10-3-Digit Zip,7,26,,,,ST LOUIS,MO,,MEMPHIS,TN,,V,,
418,2.05,1.70,2.24,0.31,15,10-3-Digit Zip,20-Mkt area,8,17,,,,ST LOUIS,MO,,COLUMBUS,OH,,V,,
266,2.04,1.77,2.37,0.31,15,10-3-Digit Zip,20-Mkt area,4,14,,,,ST LOUIS,MO,,LOUISVILLE,KY,,V,,
713,1.71,1.65,1.72,0.31,15,10-3-Digit Zip,20-Mkt area,4,11,,,,ST LOUIS,MO,,CHARLOTTE,NC,,V,,
532,1.89,1.70,2.00,0.31,15,10-3-Digit Zip,20-Mkt area,9,12,,,,ST LOUIS,MO,,DETROIT,MI,,V,,
813,2.05,1.80,2.30,0.31,15,20-Mkt area,20-Mkt area,8,12,,,,ST LOUIS,MO,,BALTIMORE,MD,,V,,
376,1.66,1.42,2.00,0.31,15,10-3-Digit Zip,20-Mkt area,4,33,,,,ST LOUIS,MO,,MILWAUKEE,WI,,V,,
901,2.17,2.01,2.52,0.31,15,20-Mkt area,20-Mkt area,14,36,,,,ST LOUIS,MO,,JACKSONVILLE,FL,,V,,
676,2.02,1.79,2.29,0.31,15,20-Mkt area,20-Mkt area,15,43,,,,ST LOUIS,MO,,NEW ORLEANS,LA,,V,,
661,1.29,1.12,1.37,0.31,15,10-3-Digit Zip,20-Mkt area,15,35,,,,BALTIMORE,MD,,ATLANTA,GA,,V,,
700,1.12,0.99,1.33,0.31,15,10-3-Digit Zip,10-3-Digit Zip,8,18,,,,BALTIMORE,MD,,CHICAGO,IL,,V,,
1366,1.07,0.99,1.16,0.31,15,10-3-Digit Zip,20-Mkt area,9,11,,,,BALTIMORE,MD,,DALLAS,TX,,V,,
2656,0.90,0.81,0.99,0.31,15,20-Mkt area,20-Mkt area,17,46,,,,BALTIMORE,MD,,LOS ANGELES,CA,,V,,
97,5.63,4.85,5.88,0.31,15,10-3-Digit Zip,10-3-Digit Zip,6,11,,,,BALTIMORE,MD,,PHILADELPHIA,PA,,V,,
2767,1.11,1.00,1.24,0.31,15,20-Mkt area,20-Mkt area,7,8,,,,BALTIMORE,MD,,SEATTLE,WA,,V,,
1445,1.19,1.04,1.23,0.31,15,20-Mkt area,20-Mkt area,10,24,,,,BALTIMORE,MD,,HOUSTON,TX,,V,,
1112,1.10,1.03,1.15,0.31,15,10-3-Digit Zip,20-Mkt area,7,18,,,,BALTIMORE,MD,,MINNEAPOLIS,MN,,V,,
910,0.98,0.94,1.04,0.31,15,10-3-Digit Zip,20-Mkt area,7,11,,,,BALTIMORE,MD,,MEMPHIS,TN,,V,,
399,1.33,1.21,1.49,0.31,15,10-3-Digit Zip,20-Mkt area,18,69,,,,BALTIMORE,MD,,COLUMBUS,OH,,V,,
609,1.16,1.12,1.22,0.31,15,10-3-Digit Zip,20-Mkt area,13,42,,,,BALTIMORE,MD,,LOUISVILLE,KY,,V,,
422,1.26,1.10,1.46,0.31,15,10-3-Digit Zip,20-Mkt area,17,44,,,,BALTIMORE,MD,,CHARLOTTE,NC,,V,,
525,1.29,1.22,1.35,0.31,15,10-3-Digit Zip,20-Mkt area,14,38,,,,BALTIMORE,MD,,DETROIT,MI,,V,,
813,1.09,0.99,1.13,0.31,15,10-3-Digit Zip,20-Mkt area,11,17,,,,BALTIMORE,MD,,ST LOUIS,MO,,V,,
792,1.08,0.97,1.22,0.31,15,10-3-Digit Zip,20-Mkt area,15,41,,,,BALTIMORE,MD,,MILWAUKEE,WI,,V,,
756,1.51,1.34,1.64,0.31,15,20-Mkt area,20-Mkt area,13,25,,,,BALTIMORE,MD,,JACKSONVILLE,FL,,V,,
1121,1.24,1.11,1.36,0.31,15,20-Mkt area,20-Mkt area,11,17,,,,BALTIMORE,MD,,NEW ORLEANS,LA,,V,,
815,1.74,1.46,2.05,0.31,15,10-3-Digit Zip,20-Mkt area,10,25,,,,MILWAUKEE,WI,,ATLANTA,GA,,V,,
94,3.41,2.89,4.09,0.31,15,10-3-Digit Zip,10-3-Digit Zip,8,27,,,,MILWAUKEE,WI,,CHICAGO,IL,,V,,
1006,1.59,1.53,1.63,0.31,15,10-3-Digit Zip,20-Mkt area,10,29,,,,MILWAUKEE,WI,,DALLAS,TX,,V,,
2055,0.98,0.80,1.23,0.31,15,10-3-Digit Zip,20-Mkt area,6,11,,,,MILWAUKEE,WI,,LOS ANGELES,CA,,V,,
851,2.14,2.04,2.44,0.31,15,10-3-Digit Zip,20-Mkt area,7,17,,,,MILWAUKEE,WI,,PHILADELPHIA,PA,,V,,
1991,1.55,1.40,1.73,0.31,15,20-Mkt area,20-Mkt area,11,25,,,,MILWAUKEE,WI,,SEATTLE,WA,,V,,
1177,1.45,1.31,1.79,0.31,15,10-3-Digit Zip,20-Mkt area,6,11,,,,MILWAUKEE,WI,,HOUSTON,TX,,V,,
336,2.16,1.99,2.47,0.31,15,10-3-Digit Zip,10-3-Digit Zip,3,14,,,,MILWAUKEE,WI,,MINNEAPOLIS,MN,,V,,
623,1.58,1.37,1.83,0.31,15,20-Mkt area,20-Mkt area,16,35,,,,MILWAUKEE,WI,,MEMPHIS,TN,,V,,
452,1.75,1.68,1.91,0.31,15,10-3-Digit Zip,20-Mkt area,6,17,,,,MILWAUKEE,WI,,COLUMBUS,OH,,V,,
396,1.96,1.82,2.10,0.31,15,20-Mkt area,20-Mkt area,18,55,,,,MILWAUKEE,WI,,LOUISVILLE,KY,,V,,
869,1.96,1.76,2.32,0.31,15,20-Mkt area,20-Mkt area,16,55,,,,MILWAUKEE,WI,,CHARLOTTE,NC,,V,,
384,2.23,1.93,2.41,0.31,15,10-3-Digit Zip,20-Mkt area,12,27,,,,MILWAUKEE,WI,,DETROIT,MI,,V,,
376,1.77,1.65,1.78,0.31,15,10-3-Digit Zip,20-Mkt area,6,29,,,,MILWAUKEE,WI,,ST LOUIS,MO,,V,,
792,2.29,2.28,2.59,0.31,15,10-3-Digit Zip,20-Mkt area,3,15,,,,MILWAUKEE,WI,,BALTIMORE,MD,,V,,
1165,1.58,1.47,1.59,0.31,15,20-Mkt area,20-Mkt area,6,16,,,,MILWAUKEE,WI,,JACKSONVILLE,FL,,V,,
1016,1.71,1.49,1.98,0.31,15,20-Mkt area,20-Mkt area,8,19,,,,MILWAUKEE,WI,,NEW ORLEANS,LA,,V,,
345,0.96,0.70,0.97,0.31,15,10-3-Digit Zip,10-3-Digit Zip,15,68,,,,JACKSONVILLE,FL,,ATLANTA,GA,,V,,
1065,0.70,0.57,0.75,0.31,15,10-3-Digit Zip,20-Mkt area,11,26,,,,JACKSONVILLE,FL,,CHICAGO,IL,,V,,
997,1.08,0.90,1.37,0.31,15,10-3-Digit Zip,20-Mkt area,14,55,,,,JACKSONVILLE,FL,,DALLAS,TX,,V,,
2414,0.88,0.86,0.96,0.31,15,10-3-Digit Zip,20-Mkt area,4,13,,,,JACKSONVILLE,FL,,LOS ANGELES,CA,,V,,
853,1.39,1.24,1.53,0.31,15,20-Mkt area,20-Mkt area,12,28,,,,JACKSONVILLE,FL,,PHILADELPHIA,PA,,V,,
3020,1.15,0.95,1.30,0.31,15,20-Mkt area,20-Mkt area,6,8,,,,JACKSONVILLE,FL,,SEATTLE,WA,,V,,
870,0.95,0.70,1.26,0.31,15,10-3-Digit Zip,20-Mkt area,10,19,,,,JACKSONVILLE,FL,,HOUSTON,TX,,V,,
1476,0.85,0.78,0.95,0.31,15,10-3-Digit Zip,20-Mkt area,8,15,,,,JACKSONVILLE,FL,,MINNEAPOLIS,MN,,V,,
690,0.75,0.69,0.82,0.31,15,10-3-Digit Zip,20-Mkt area,13,35,,,,JACKSONVILLE,FL,,MEMPHIS,TN,,V,,
808,0.95,0.84,0.96,0.31,15,10-3-Digit Zip,20-Mkt area,10,62,,,,JACKSONVILLE,FL,,COLUMBUS,OH,,V,,
770,0.91,0.83,0.92,0.31,15,10-3-Digit Zip,20-Mkt area,6,17,,,,JACKSONVILLE,FL,,LOUISVILLE,KY,,V,,
385,1.02,0.91,1.23,0.31,15,10-3-Digit Zip,10-3-Digit Zip,15,63,,,,JACKSONVILLE,FL,,CHARLOTTE,NC,,V,,
1001,1.09,0.94,1.34,0.31,15,10-3-Digit Zip,20-Mkt area,7,16,,,,JACKSONVILLE,FL,,DETROIT,MI,,V,,
901,0.93,0.88,1.08,0.31,15,10-3-Digit Zip,20-Mkt area,6,25,,,,JACKSONVILLE,FL,,ST LOUIS,MO,,V,,
756,1.22,1.05,1.31,0.31,15,20-Mkt area,20-Mkt area,11,22,,,,JACKSONVILLE,FL,,BALTIMORE,MD,,V,,
1165,0.80,0.65,0.93,0.31,15,20-Mkt area,20-Mkt area,6,15,,,,JACKSONVILLE,FL,,MILWAUKEE,WI,,V,,
546,1.18,0.86,1.19,0.31,15,10-3-Digit Zip,20-Mkt area,5,17,,,,JACKSONVILLE,FL,,NEW ORLEANS,LA,,V,,
467,1.86,1.73,1.94,0.31,15,10-3-Digit Zip,10-3-Digit Zip,7,16,,,,NEW ORLEANS,LA,,ATLANTA,GA,,V,,
923,1.35,1.18,1.49,0.31,15,20-Mkt area,20-Mkt area,28,104,,,,NEW ORLEANS,LA,,CHICAGO,IL,,V,,
506,1.34,1.24,1.48,0.31,15,10-3-Digit Zip,20-Mkt area,14,40,,,,NEW ORLEANS,LA,,DALLAS,TX,,V,,
1891,1.23,1.13,1.34,0.31,15,20-Mkt area,20-Mkt area,9,24,,,,NEW ORLEANS,LA,,LOS ANGELES,CA,,V,,
1219,1.66,1.61,1.74,0.31,15,20-Mkt area,20-Mkt area,17,63,,,,NEW ORLEANS,LA,,PHILADELPHIA,PA,,V,,
2703,1.84,1.50,2.15,0.31,30,20-Mkt area,20-Mkt area,4,8,,,,NEW ORLEANS,LA,,SEATTLE,WA,,V,,
348,1.63,1.43,2.06,0.31,15,10-3-Digit Zip,10-3-Digit Zip,7,20,,,,NEW ORLEANS,LA,,HOUSTON,TX,,V,,
1219,1.33,1.15,1.42,0.31,15,20-Mkt area,20-Mkt area,6,24,,,,NEW ORLEANS,LA,,MINNEAPOLIS,MN,,V,,
395,1.29,1.10,1.38,0.31,15,20-Mkt area,20-Mkt area,30,133,,,,NEW ORLEANS,LA,,MEMPHIS,TN,,V,,
909,1.32,1.25,1.38,0.31,15,20-Mkt area,20-Mkt area,16,30,,,,NEW ORLEANS,LA,,COLUMBUS,OH,,V,,
705,1.47,1.40,1.57,0.31,15,20-Mkt area,20-Mkt area,10,22,,,,NEW ORLEANS,LA,,LOUISVILLE,KY,,V,,
716,1.47,1.30,1.57,0.31,15,20-Mkt area,20-Mkt area,23,93,,,,NEW ORLEANS,LA,,CHARLOTTE,NC,,V,,
1064,1.30,1.18,1.44,0.31,15,20-Mkt area,20-Mkt area,13,25,,,,NEW ORLEANS,LA,,DETROIT,MI,,V,,
676,1.28,1.15,1.50,0.31,15,20-Mkt area,20-Mkt area,14,31,,,,NEW ORLEANS,LA,,ST LOUIS,MO,,V,,
1121,1.64,1.56,1.71,0.31,15,10-3-Digit Zip,20-Mkt area,3,11,,,,NEW ORLEANS,LA,,BALTIMORE,MD,,V,,
1016,1.24,1.18,1.32,0.31,15,20-Mkt area,20-Mkt area,12,25,,,,NEW ORLEANS,LA,,MILWAUKEE,WI,,V,,
546,1.71,1.61,1.78,0.31,15,10-3-Digit Zip,10-3-Digit Zip,5,22,,,,NEW ORLEANS,LA,,JACKSONVILLE,FL,,V,,